2020-07-05 15:58:05,861 INFO  Logger.cs: 70 - 
2020-07-05 17:33:00,483 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-07-05 17:33:00,484 INFO  ExportHelperExtension.cs: 1414 - Fixing 25
2020-07-05 17:33:00,484 INFO  ExportHelperExtension.cs: 1414 - Fixing 46
2020-07-05 17:33:00,485 INFO  ExportHelperExtension.cs: 1414 - Fixing 29
2020-07-05 17:33:00,485 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-07-05 17:33:00,486 INFO  ExportHelperExtension.cs: 1414 - Fixing 45
2020-07-05 17:33:00,486 INFO  ExportHelperExtension.cs: 1414 - Fixing 157
2020-07-05 17:33:00,487 INFO  ExportHelperExtension.cs: 1414 - Fixing 87
2020-07-05 17:33:00,487 INFO  ExportHelperExtension.cs: 1414 - Fixing 44
2020-07-05 17:33:00,488 INFO  ExportHelperExtension.cs: 1414 - Fixing 97
2020-07-05 17:33:00,488 INFO  ExportHelperExtension.cs: 1414 - Fixing 164
2020-07-05 17:33:00,490 INFO  ExportHelperExtension.cs: 1414 - Fixing 132
2020-07-05 17:33:00,490 INFO  ExportHelperExtension.cs: 1414 - Fixing 42
2020-07-05 17:33:00,491 INFO  ExportHelperExtension.cs: 1414 - Fixing 43
2020-07-05 17:33:00,492 INFO  ExportHelperExtension.cs: 1414 - Fixing 69
2020-07-05 17:33:00,492 INFO  ExportHelperExtension.cs: 1414 - Fixing 238
2020-07-05 17:33:00,493 INFO  ExportHelperExtension.cs: 1414 - Fixing 101
2020-07-05 17:33:00,493 INFO  ExportHelperExtension.cs: 1414 - Fixing 239
2020-07-05 17:33:00,494 INFO  ExportHelperExtension.cs: 1414 - Fixing 332
2020-07-05 17:33:00,495 INFO  ExportHelperExtension.cs: 1414 - Fixing 186
2020-07-05 17:33:00,495 INFO  ExportHelperExtension.cs: 1414 - Fixing 100
2020-07-05 17:33:00,496 INFO  ExportHelperExtension.cs: 1414 - Fixing 231
2020-07-05 17:33:00,497 INFO  ExportHelperExtension.cs: 1414 - Fixing 230
2020-07-05 17:33:00,498 INFO  ExportHelperExtension.cs: 1414 - Fixing 51
2020-07-05 17:33:00,498 INFO  ExportHelperExtension.cs: 1414 - Fixing 50
2020-07-05 17:33:00,501 INFO  ExportHelperExtension.cs: 1414 - Fixing 52
2020-07-05 17:33:00,502 INFO  ExportHelperExtension.cs: 1414 - Fixing 337
2020-07-05 17:33:00,503 INFO  ExportHelperExtension.cs: 1414 - Fixing 338
2020-07-05 17:33:00,503 INFO  ExportHelperExtension.cs: 1414 - Fixing 281
2020-07-05 17:33:00,504 INFO  ExportHelperExtension.cs: 1414 - Fixing 137
2020-07-05 17:33:00,505 INFO  ExportHelperExtension.cs: 1414 - Fixing 131
2020-07-05 17:33:00,505 INFO  ExportHelperExtension.cs: 1414 - Fixing 130
2020-07-05 17:33:00,506 INFO  ExportHelperExtension.cs: 1414 - Fixing 156
2020-07-05 17:33:00,507 INFO  ExportHelperExtension.cs: 1414 - Fixing 166
2020-07-05 17:33:00,507 INFO  ExportHelperExtension.cs: 1414 - Fixing 155
2020-07-05 17:33:00,508 INFO  ExportHelperExtension.cs: 1414 - Fixing 165
2020-07-05 17:33:00,509 INFO  ExportHelperExtension.cs: 1414 - Fixing 354
2020-07-05 17:33:00,510 INFO  ExportHelperExtension.cs: 1414 - Fixing 53
2020-07-05 17:33:00,510 INFO  ExportHelperExtension.cs: 1414 - Fixing 336
2020-07-05 17:33:00,511 INFO  ExportHelperExtension.cs: 1414 - Fixing 38
2020-07-05 17:33:00,511 INFO  ExportHelperExtension.cs: 1414 - Fixing 34
2020-07-05 17:33:00,512 INFO  ExportHelperExtension.cs: 1414 - Fixing 335
2020-07-05 17:33:00,513 INFO  ExportHelperExtension.cs: 1414 - Fixing 37
2020-07-05 17:33:00,514 INFO  ExportHelperExtension.cs: 1414 - Fixing 327
2020-07-05 17:33:00,514 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-07-05 17:33:00,515 INFO  ExportHelperExtension.cs: 1422 - Component 26 is already fixed
2020-07-05 17:33:00,515 INFO  ExportHelperExtension.cs: 1414 - Fixing 68
2020-07-05 17:33:00,516 INFO  ExportHelperExtension.cs: 1422 - Component 68 is already fixed
2020-07-05 17:33:00,516 INFO  ExportHelperExtension.cs: 1414 - Fixing 84
2020-07-05 17:33:00,517 INFO  ExportHelperExtension.cs: 1422 - Component 84 is already fixed
2020-07-05 17:33:00,518 INFO  ExportHelperExtension.cs: 1414 - Fixing 88
2020-07-05 17:33:00,518 INFO  ExportHelperExtension.cs: 1422 - Component 88 is already fixed
2020-07-05 17:33:00,519 INFO  ExportHelperExtension.cs: 1414 - Fixing 80
2020-07-05 17:33:00,519 INFO  ExportHelperExtension.cs: 1422 - Component 80 is already fixed
2020-07-05 17:33:00,520 INFO  ExportHelperExtension.cs: 1414 - Fixing 75
2020-07-05 17:33:00,520 INFO  ExportHelperExtension.cs: 1422 - Component 75 is already fixed
2020-07-05 17:33:00,521 INFO  ExportHelperExtension.cs: 1414 - Fixing 27
2020-07-05 17:33:00,521 INFO  ExportHelperExtension.cs: 1422 - Component 27 is already fixed
2020-07-05 17:33:00,522 INFO  ExportHelperExtension.cs: 1414 - Fixing 29
2020-07-05 17:33:00,522 INFO  ExportHelperExtension.cs: 1422 - Component 29 is already fixed
2020-07-05 17:33:00,523 INFO  ExportHelperExtension.cs: 1414 - Fixing 89
2020-07-05 17:33:00,523 INFO  ExportHelperExtension.cs: 1422 - Component 89 is already fixed
2020-07-05 17:33:00,524 INFO  ExportHelperExtension.cs: 1414 - Fixing 41
2020-07-05 17:33:00,525 INFO  ExportHelperExtension.cs: 1422 - Component 41 is already fixed
2020-07-05 17:33:00,525 INFO  ExportHelperExtension.cs: 1414 - Fixing 30
2020-07-05 17:33:00,526 INFO  ExportHelperExtension.cs: 1422 - Component 30 is already fixed
2020-07-05 17:33:00,526 INFO  ExportHelperExtension.cs: 1414 - Fixing 25
2020-07-05 17:33:00,527 INFO  ExportHelperExtension.cs: 1422 - Component 25 is already fixed
2020-07-05 17:33:00,527 INFO  ExportHelperExtension.cs: 1414 - Fixing 327
2020-07-05 17:33:00,528 INFO  ExportHelperExtension.cs: 1414 - Fixing 35
2020-07-05 17:33:00,528 INFO  ExportHelperExtension.cs: 1414 - Fixing 35
2020-07-05 17:33:05,447 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-07-05 17:33:05,449 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-07-05 17:33:05,450 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-07-05 17:33:05,451 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-07-05 17:33:05,467 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 270
2020-07-05 17:33:05,469 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-07-05 17:33:05,470 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 25
2020-07-05 17:33:05,471 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 46
2020-07-05 17:33:05,471 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 29
2020-07-05 17:33:05,472 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 26
2020-07-05 17:33:05,474 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 45
2020-07-05 17:33:05,475 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 157
2020-07-05 17:33:05,475 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 87
2020-07-05 17:33:05,476 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 44
2020-07-05 17:33:05,477 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 97
2020-07-05 17:33:05,478 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 164
2020-07-05 17:33:05,478 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 132
2020-07-05 17:33:05,479 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 42
2020-07-05 17:33:05,480 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 43
2020-07-05 17:33:05,481 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 69
2020-07-05 17:33:05,482 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 238
2020-07-05 17:33:05,483 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 101
2020-07-05 17:33:05,484 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 239
2020-07-05 17:33:05,484 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 332
2020-07-05 17:33:05,485 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 186
2020-07-05 17:33:05,486 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 100
2020-07-05 17:33:05,487 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 231
2020-07-05 17:33:05,487 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 230
2020-07-05 17:33:05,488 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 51
2020-07-05 17:33:05,489 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 50
2020-07-05 17:33:05,490 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 52
2020-07-05 17:33:05,490 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 337
2020-07-05 17:33:05,491 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 338
2020-07-05 17:33:05,492 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 281
2020-07-05 17:33:05,492 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 137
2020-07-05 17:33:05,493 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 131
2020-07-05 17:33:05,493 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 130
2020-07-05 17:33:05,494 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 156
2020-07-05 17:33:05,494 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 166
2020-07-05 17:33:05,494 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 155
2020-07-05 17:33:05,495 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 165
2020-07-05 17:33:05,495 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 354
2020-07-05 17:33:05,496 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 53
2020-07-05 17:33:05,496 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 336
2020-07-05 17:33:05,496 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 38
2020-07-05 17:33:05,497 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 34
2020-07-05 17:33:05,497 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 335
2020-07-05 17:33:05,498 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 37
2020-07-05 17:33:05,498 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 327
2020-07-05 17:33:05,498 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 327
2020-07-05 17:33:05,499 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 35
2020-07-05 17:33:05,499 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 35
2020-07-05 17:33:15,174 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent l_wrist to child l_hand failed
2020-07-05 17:33:17,006 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from gemini_master.SLDASM
2020-07-05 17:33:17,014 INFO  ExportHelperExtension.cs: 1142 - Found 55 in gemini_master.SLDASM
2020-07-05 17:33:17,015 INFO  ExportHelperExtension.cs: 1152 - Found 13 features of type [CoordSys] in gemini_master.SLDASM
2020-07-05 17:33:17,015 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-05 17:33:17,015 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-07-05 17:33:17,015 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from light arm-2
2020-07-05 17:33:17,017 INFO  ExportHelperExtension.cs: 1142 - Found 218 in light arm-2
2020-07-05 17:33:17,019 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in light arm-2
2020-07-05 17:33:17,019 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body with electronics-1
2020-07-05 17:33:17,019 INFO  ExportHelperExtension.cs: 1142 - Found 73 in body with electronics-1
2020-07-05 17:33:17,020 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body with electronics-1
2020-07-05 17:33:17,021 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from light arm-1
2020-07-05 17:33:17,021 INFO  ExportHelperExtension.cs: 1142 - Found 218 in light arm-1
2020-07-05 17:33:17,022 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in light arm-1
2020-07-05 17:33:17,024 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from gemini_master.SLDASM
2020-07-05 17:33:17,025 INFO  ExportHelperExtension.cs: 1142 - Found 55 in gemini_master.SLDASM
2020-07-05 17:33:17,025 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in gemini_master.SLDASM
2020-07-05 17:33:17,026 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-05 17:33:17,026 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-07-05 17:33:17,026 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from light arm-2
2020-07-05 17:33:18,017 INFO  ExportHelperExtension.cs: 1142 - Found 218 in light arm-2
2020-07-05 17:33:18,023 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in light arm-2
2020-07-05 17:33:18,023 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from body with electronics-1
2020-07-05 17:33:18,024 INFO  ExportHelperExtension.cs: 1142 - Found 73 in body with electronics-1
2020-07-05 17:33:18,025 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in body with electronics-1
2020-07-05 17:33:18,026 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from light arm-1
2020-07-05 17:33:18,027 INFO  ExportHelperExtension.cs: 1142 - Found 218 in light arm-1
2020-07-05 17:33:18,028 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in light arm-1
2020-07-05 17:33:18,144 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-05 19:16:25,738 INFO  SwAddin.cs: 271 - Assembly export called for file urdf_assembly.SLDASM
2020-07-05 19:16:27,681 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-05 19:16:27,867 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from urdf_assembly.SLDASM
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1142 - Found 81 in urdf_assembly.SLDASM
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in urdf_assembly.SLDASM
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1167 - 27 components to check
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shoulder_mount-1
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1142 - Found 36 in shoulder_mount-1
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shoulder_mount-1
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from actual_body-1
2020-07-05 19:16:27,867 INFO  ExportHelperExtension.cs: 1142 - Found 33 in actual_body-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in actual_body-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shoulder ball-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1142 - Found 42 in shoulder ball-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shoulder ball-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 5.25 in aluminum pipe-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1142 - Found 27 in 5.25 in aluminum pipe-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 5.25 in aluminum pipe-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part1-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1142 - Found 65 in Part1-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part1-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from forearm_bottom-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1142 - Found 43 in forearm_bottom-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in forearm_bottom-1
2020-07-05 19:16:27,882 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 25kg motor-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 31 in 25kg motor-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 25kg motor-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part6-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 67 in Part6-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part6-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from forearm-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 42 in forearm-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in forearm-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from forearm_top-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 36 in forearm_top-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in forearm_top-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shoulder ball-3
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 42 in shoulder ball-3
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shoulder ball-3
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wrist_pivot-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 34 in wrist_pivot-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wrist_pivot-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from soft_hand-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 49 in soft_hand-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in soft_hand-1
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shoulder ball-2
2020-07-05 19:16:27,898 INFO  ExportHelperExtension.cs: 1142 - Found 42 in shoulder ball-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shoulder ball-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 25kg motor-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 31 in 25kg motor-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 25kg motor-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 25kg motor-3
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 31 in 25kg motor-3
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 25kg motor-3
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part6-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 67 in Part6-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part6-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part1-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 65 in Part1-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part1-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from forearm-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 42 in forearm-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in forearm-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 25kg motor-4
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 31 in 25kg motor-4
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 25kg motor-4
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shoulder_mount-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 36 in shoulder_mount-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shoulder_mount-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shoulder ball-4
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 42 in shoulder ball-4
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shoulder ball-4
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wrist_pivot-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 34 in wrist_pivot-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wrist_pivot-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from forearm_top-2
2020-07-05 19:16:27,914 INFO  ExportHelperExtension.cs: 1142 - Found 36 in forearm_top-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in forearm_top-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from forearm_bottom-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1142 - Found 43 in forearm_bottom-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in forearm_bottom-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from soft_hand-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1142 - Found 49 in soft_hand-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in soft_hand-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 5.25 in aluminum pipe-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1142 - Found 27 in 5.25 in aluminum pipe-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 5.25 in aluminum pipe-2
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from urdf_assembly.SLDASM
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1142 - Found 81 in urdf_assembly.SLDASM
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in urdf_assembly.SLDASM
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1167 - 27 components to check
2020-07-05 19:16:27,929 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from shoulder_mount-1
2020-07-05 19:16:27,961 INFO  ExportHelperExtension.cs: 1142 - Found 36 in shoulder_mount-1
2020-07-05 19:16:27,961 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in shoulder_mount-1
2020-07-05 19:16:27,961 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from actual_body-1
2020-07-05 19:16:27,961 INFO  ExportHelperExtension.cs: 1142 - Found 33 in actual_body-1
2020-07-05 19:16:27,961 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in actual_body-1
2020-07-05 19:16:27,961 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from shoulder ball-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1142 - Found 42 in shoulder ball-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in shoulder ball-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 5.25 in aluminum pipe-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1142 - Found 27 in 5.25 in aluminum pipe-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 5.25 in aluminum pipe-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Part1-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1142 - Found 65 in Part1-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Part1-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from forearm_bottom-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1142 - Found 43 in forearm_bottom-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in forearm_bottom-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 25kg motor-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1142 - Found 31 in 25kg motor-1
2020-07-05 19:16:27,976 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 25kg motor-1
